Name,Designation,Company,Location,LinkedIn ID,LinkedIn URL,Source,Confidence,Evidence
Abhishek Arora,Chief Information Officer (SVP,IT),Mumbai,abhishek-arora-00b7927,https://www.linkedin.com/in/abhishek-arora-00b7927/,google_browser,75,"Abhishek Arora - Chief Information Officer (SVP – IT) LinkedIn · Abhishek Arora 720+ followers Abhishek Arora - Chief Information Officer (SVP – IT) LinkedIn · Abhishek Arora 720+ followers LinkedIn · Abhishek Arora 720+ followers Mumbai, Maharashtra, India · Chief Information Officer · K Raheja Corp Chief Information Officer with 28+ years of experience leading enterprise IT, ERP, and digital transformation initiatives across Real Estate, Construction, ... Read more"
Shaista Shaikh,Head Customer Experience,Asia Finance Group,Mumbai,shaista-shaikh-349a75160,https://www.linkedin.com/in/shaista-shaikh-349a75160/,google_browser,75,"Shaista Shaikh - Head Customer Experience LinkedIn · Shaista Shaikh 580+ followers Shaista Shaikh - Head Customer Experience LinkedIn · Shaista Shaikh 580+ followers LinkedIn · Shaista Shaikh 580+ followers Mumbai, Maharashtra, India · Head of Customer Experience · Asia Finance Group Head Customer Experience · Experience: Asia Finance Group · Education: SNDT Women's University - P. G. Department of Computer Science · Location: Mumbai ..."
Tejas Shah,Chief Information Officer,L'Oreal,Mumbai,tejas-shah-7343239,https://www.linkedin.com/in/tejas-shah-7343239/,google_browser,75,"Tejas Shah - Chief Information Officer at L'Oreal LinkedIn · Tejas Shah 3.7K+ followers Tejas Shah - Chief Information Officer at L'Oreal LinkedIn · Tejas Shah 3.7K+ followers LinkedIn · Tejas Shah 3.7K+ followers Mumbai, Maharashtra, India · Chief Information Officer · L'Oréal Chief Information Officer at L'Oreal · Result driven IT executive with over 15 years of experience in FMCG and consumer goods across multiple IT & Business ..."
Varkey Joseph,Head Customer Experience,Raymond,Mumbai,varkeyj,https://www.linkedin.com/in/varkeyj/,google_browser,75,"Varkey Joseph - Head Customer Experience at Raymond Varkey Joseph - Head Customer Experience at Raymond ... LinkedIn · Varkey Joseph 1.5K+ followers LinkedIn · Varkey Joseph 1.5K+ followers Mumbai, Maharashtra, India · Head Customer Experience · Raymond Limited Head Customer Experience at Raymond Limited. Raymond Limited Savitribai Phule Pune University. Mumbai, Maharashtra, India . 2K followers 500+ connections. See ... Read more"
Prashant Chauhan,Chief Information Officer,Tata Capital,Mumbai,prashant-chauhan-81195566,https://www.linkedin.com/in/prashant-chauhan-81195566/,google_browser,75,"Prashant Chauhan - Chief Information Officer - Tata Capital Prashant Chauhan - Chief Information Officer - Tata Capital ... LinkedIn · Prashant Chauhan 6.3K+ followers LinkedIn · Prashant Chauhan 6.3K+ followers Mumbai, Maharashtra, India · Chief Information Officer · Tata Capital Housing Finance Limited Apr 2020 - Mar 2023 3 years. Mumbai, Maharashtra, India . -Responsible ... Read more"
Nazia Wagle,Head of Customer Experience,AdityaBirla,Mumbai,nazia-wagle-01a3331b3,https://www.linkedin.com/in/nazia-wagle-01a3331b3/,google_browser,75,"Nazia Wagle - Head of Customer Experience - AdityaBirla Nazia Wagle - Head of Customer Experience - AdityaBirla ... LinkedIn · Nazia Wagle 290+ followers LinkedIn · Nazia Wagle 290+ followers Mumbai, Maharashtra, India · Head of Customer Experience · Aditya Birla Group Head of Customer Experience - AdityaBirla Group | ex Vodafone."
Dinesh Davidson J,Customer Experience Leader,Unknown,Mumbai,djdinesh,https://www.linkedin.com/in/djdinesh/,google_browser,75,"Dinesh Davidson J - Customer Experience Leader LinkedIn · Dinesh Davidson J 2K+ followers Dinesh Davidson J - Customer Experience Leader LinkedIn · Dinesh Davidson J 2K+ followers LinkedIn · Dinesh Davidson J 2K+ followers Mumbai, Maharashtra, India · Senior Vice President - Customer Experience · YES BANK Senior Vice President - Customer Experience . YES BANK. Oct 2022 - Present 3 years 10 months. Mumbai . - Lead enterprise-wide CX insights and governance across ... Read more Dinesh Davidson J - Customer Experience Leader LinkedIn · Dinesh Davidson J 2K+ followers Dinesh Davidson J - Customer Experience Leader LinkedIn · Dinesh Davidson J 2K+ followers LinkedIn · Dinesh Davidson J 2K+ followers Mumbai, Maharashtra, India · Senior Vice President - Customer Experience · YES BANK Customer Experience Leader | Digital Transformation Expert. YES BANK SRM IST Chennai. Mumbai, Maharashtra, India . 2K followers 500+ connections. See your mutual ... Read more"
Vivek Sharma,Chief Information and Digital Officer- Pidilite,Unknown,Mumbai,vivek-sharma1222a66,https://www.linkedin.com/in/vivek-sharma1222a66/,google_browser,75,"Vivek Sharma - Chief Information and Digital Officer- Pidilite LinkedIn · Vivek Sharma 3.9K+ followers Web results Vivek Sharma - Chief Information and Digital Officer- Pidilite LinkedIn · Vivek Sharma 3.9K+ followers LinkedIn · Vivek Sharma 3.9K+ followers Mumbai, Maharashtra, India · Chief Information and Digital Officer · Pidilite Industries Limited Feb 2024 - Present 2 years 7 months. Mumbai Metropolitan Region. As Chief Information & Digital Officer (CIO) at Pidilite Industries, responsible for ... Read more"
Mukesh Rathi,Chief Digital and Information Officer,Unknown,Mumbai,mukeshrathi,https://www.linkedin.com/in/mukeshrathi/,google_browser,75,"Mukesh Rathi - Chief Digital and Information Officer LinkedIn · Mukesh Rathi 11.8K+ followers Mukesh Rathi - Chief Digital and Information Officer LinkedIn · Mukesh Rathi 11.8K+ followers LinkedIn · Mukesh Rathi 11.8K+ followers Hyderabad, Telangana, India · Digital and AI Transformation Advisor and Coach · Mukesh Rathi Advisory Services President and Group Chief Digital Officer . Hinduja Group Limited. Aug 2023 - Jun 2025 1 year 11 months. Mumbai, Maharashtra, India . 1. Digital and AI ... Read more"
Vaibhav Palan,Chief Digital & Information Officer,Unknown,Mumbai,vaibhavpalan,https://www.linkedin.com/in/vaibhavpalan/,google_browser,75,"Vaibhav Palan - Chief Digital & Information Officer LinkedIn · Vaibhav Palan 2.9K+ followers Vaibhav Palan - Chief Digital & Information Officer LinkedIn · Vaibhav Palan 2.9K+ followers LinkedIn · Vaibhav Palan 2.9K+ followers Mumbai, Maharashtra, India · Chief Digital & Information Officer | Executive Vice President · Tata Projects Chief Digital & Information Officer. Tata Projects. Mumbai, Maharashtra, India . 3K followers 500+ connections. See your mutual connections. View mutual ... Read more"
Randhir Singh,CIO | Chief Information Officer | Mumbai,Unknown,Mumbai,randhirsonline,https://www.linkedin.com/in/randhirsonline/,google_browser,75,"Randhir Singh - CIO | Chief Information Officer | Mumbai LinkedIn · Randhir Singh 1.3K+ followers Web results Randhir Singh - CIO | Chief Information Officer | Mumbai LinkedIn · Randhir Singh 1.3K+ followers LinkedIn · Randhir Singh 1.3K+ followers Mumbai, Maharashtra, India · Chief Information Officer · SHM Group CIO | Chief Information Officer | Mumbai | INDIA |. SHM Group. Mumbai, Maharashtra, India . 1K followers 500+ connections. See your mutual connections. View ... Read more"
Jamini Brahmbhatt,Vice President Customer Experience,Unknown,Mumbai,jamini-brahmbhatt-511302353,https://www.linkedin.com/in/jamini-brahmbhatt-511302353/,google_browser,75,"Jamini Brahmbhatt - Vice President Customer Experience LinkedIn · Jamini Brahmbhatt 160+ followers Web results Jamini Brahmbhatt - Vice President Customer Experience LinkedIn · Jamini Brahmbhatt 160+ followers LinkedIn · Jamini Brahmbhatt 160+ followers Mumbai Metropolitan Region · Vice President Customer Experience · Lodha Vice President Customer Experience | Market Head | Lodha Luxury ... May 2016 - Feb 2025 8 years 10 months. Mumbai, Maharashtra, India . Oberoi ... Read more"
Pradeep Java,Chief Information Officer IT leader | Strategist,Unknown,Mumbai,pradeep-java-b936851,https://www.linkedin.com/in/pradeep-java-b936851/,google_browser,75,"Pradeep Java - Chief Information Officer IT leader | Strategist LinkedIn · Pradeep Java 3.1K+ followers Pradeep Java - Chief Information Officer IT leader | Strategist LinkedIn · Pradeep Java 3.1K+ followers LinkedIn · Pradeep Java 3.1K+ followers Mumbai, Maharashtra, India · Chief Information Officer · Bit-soft Chief Information Officer IT leader | Strategist | Technologist | Advisor | Mentor | Digital Transformation |. Bit-soft. Mumbai, Maharashtra, India . 3K ... Read more"
Sudha Kiran,Head of Customer Experience,Unknown,Mumbai,sudha-kiran-191910kk,https://www.linkedin.com/in/sudha-kiran-191910kk/,google_browser,75,"Sudha Kiran - Head of Customer Experience LinkedIn · Sudha Kiran 1.2K+ followers Sudha Kiran - Head of Customer Experience LinkedIn · Sudha Kiran 1.2K+ followers LinkedIn · Sudha Kiran 1.2K+ followers Mumbai, Maharashtra, India · Head of Customer Experience · PSIPL [Property Solutions (India) Pvt. Ltd.], Kalpataru Group Head of Customer Experience | Customer Service Management · My work has been dedicated to elevating the customer experience, leveraging expertise in Six ..."
Chandan Kumar,Enterprise CIO | Director,Unknown,Mumbai,chandan-kumar-2abaa01b,https://www.linkedin.com/in/chandan-kumar-2abaa01b/,google_browser,75,"Chandan Kumar - Enterprise CIO | Director LinkedIn · Chandan Kumar 1.2K+ followers Chandan Kumar - Enterprise CIO | Director LinkedIn · Chandan Kumar 1.2K+ followers LinkedIn · Chandan Kumar 1.2K+ followers Mumbai Metropolitan Region · Head of Information Technology Department/ CIO · Tata Memorial Centre Mumbai, Maharashtra, India . Head of Department of IT, India Head for TMC(Government Of India). XRBIA Developers Graphic. Chief Information Officer . XRBIA ... Read more"
